state,year,block,plot,term_trmt,herb_trmt,date,wap,species_code,seq_ct_1,seq_ct_2,seq_quad_area_1,seq_quad_area_2,seq_qt_3,seq_quad_3,latin_name,Count_per1m_1,Count_per1m_2,Count_per1m_3,plotID
AR,2018,3,307,Early,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A83ER
AR,2018,3,308,No cover,Standard,6/7/2018,2,AMAPA,3,1,1,1,NA,NA,Amaranthus palmeri,3,1,NA,A83NR
AR,2018,3,309,No cover,Weedy,6/7/2018,2,AMAPA,9,1,1,1,NA,NA,Amaranthus palmeri,9,1,NA,A83NW
AR,2018,3,310,Late,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A83LR
AR,2018,3,311,Early,Sequential,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A83EQ
AR,2018,3,312,Mid,Sequential,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A83MQ
AR,2018,4,401,Mid,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84MR
AR,2018,4,402,Mid,Weedy,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84MW
AR,2018,4,403,Early,Sequential,6/7/2018,2,AMAPA,12,1,1,1,NA,NA,Amaranthus palmeri,12,1,NA,A84EQ
AR,2018,4,404,Early,Weedy,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84EW
AR,2018,4,405,Early,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84ER
AR,2018,4,406,Mid,Sequential,6/7/2018,2,AMAPA,2,1,1,1,NA,NA,Amaranthus palmeri,2,1,NA,A84MQ
AR,2018,4,407,Late,Sequential,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84LQ
AR,2018,4,408,No cover,Sequential,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84NQ
AR,2018,4,409,Late,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84LR
AR,2018,4,410,No cover,Standard,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84NR
AR,2018,4,411,No cover,Weedy,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84NW
AR,2018,4,412,Late,Weedy,6/7/2018,2,AMAPA,0,1,1,1,NA,NA,Amaranthus palmeri,0,1,NA,A84LW
AR,2018,1,101,Late,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81LR
AR,2018,1,102,Mid,Sequential,6/7/2018,2,ANVCR,1,1,1,1,NA,NA,Anoda cristata,1,1,NA,A81MQ
AR,2018,1,103,Early,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81EW
AR,2018,1,104,Mid,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81MR
AR,2018,1,105,Early,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81EQ
AR,2018,1,106,Late,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81LW
AR,2018,1,107,Early,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81ER
AR,2018,1,108,Late,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81LQ
AR,2018,1,109,Mid,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81MW
AR,2018,1,110,No cover,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81NR
AR,2018,1,111,No cover,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81NQ
AR,2018,1,112,No cover,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A81NW
AR,2018,2,201,No cover,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82NR
AR,2018,2,202,Early,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82EQ
AR,2018,2,203,Late,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82LR
AR,2018,2,204,Late,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82LQ
AR,2018,2,205,No cover,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82NQ
AR,2018,2,206,Mid,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82MQ
AR,2018,2,207,Early,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82EW
AR,2018,2,208,Mid,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82MW
AR,2018,2,209,Early,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82ER
AR,2018,2,210,No cover,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82NW
AR,2018,2,211,Mid,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82MR
AR,2018,2,212,Late,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A82LW
AR,2018,3,301,No cover,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83NQ
AR,2018,3,302,Mid,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83MR
AR,2018,3,303,Mid,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83MW
AR,2018,3,304,Late,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83LW
AR,2018,3,305,Late,Sequential,6/7/2018,2,ANVCR,1,1,1,1,NA,NA,Anoda cristata,1,1,NA,A83LQ
AR,2018,3,306,Early,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83EW
AR,2018,3,307,Early,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83ER
AR,2018,3,308,No cover,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83NR
AR,2018,3,309,No cover,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83NW
AR,2018,3,310,Late,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83LR
AR,2018,3,311,Early,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83EQ
AR,2018,3,312,Mid,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A83MQ
AR,2018,4,401,Mid,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84MR
AR,2018,4,402,Mid,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84MW
AR,2018,4,403,Early,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84EQ
AR,2018,4,404,Early,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84EW
AR,2018,4,405,Early,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84ER
AR,2018,4,406,Mid,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84MQ
AR,2018,4,407,Late,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84LQ
AR,2018,4,408,No cover,Sequential,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84NQ
AR,2018,4,409,Late,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84LR
AR,2018,4,410,No cover,Standard,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84NR
AR,2018,4,411,No cover,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84NW
AR,2018,4,412,Late,Weedy,6/7/2018,2,ANVCR,0,1,1,1,NA,NA,Anoda cristata,0,1,NA,A84LW
AR,2018,1,101,Late,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A81LR
AR,2018,1,102,Mid,Sequential,6/7/2018,2,BRAPP,17,1,1,1,NA,NA,Brachiaria platyphylla,17,1,NA,A81MQ
AR,2018,1,103,Early,Weedy,6/7/2018,2,BRAPP,25,1,1,1,NA,NA,Brachiaria platyphylla,25,1,NA,A81EW
AR,2018,1,104,Mid,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A81MR
AR,2018,1,105,Early,Sequential,6/7/2018,2,BRAPP,81,1,1,1,NA,NA,Brachiaria platyphylla,81,1,NA,A81EQ
AR,2018,1,106,Late,Weedy,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A81LW
AR,2018,1,107,Early,Standard,6/7/2018,2,BRAPP,10,1,1,1,NA,NA,Brachiaria platyphylla,10,1,NA,A81ER
AR,2018,1,108,Late,Sequential,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A81LQ
AR,2018,1,109,Mid,Weedy,6/7/2018,2,BRAPP,23,1,1,1,NA,NA,Brachiaria platyphylla,23,1,NA,A81MW
AR,2018,1,110,No cover,Standard,6/7/2018,2,BRAPP,3,1,1,1,NA,NA,Brachiaria platyphylla,3,1,NA,A81NR
AR,2018,1,111,No cover,Sequential,6/7/2018,2,BRAPP,12,1,1,1,NA,NA,Brachiaria platyphylla,12,1,NA,A81NQ
AR,2018,1,112,No cover,Weedy,6/7/2018,2,BRAPP,29,1,1,1,NA,NA,Brachiaria platyphylla,29,1,NA,A81NW
AR,2018,2,201,No cover,Standard,6/7/2018,2,BRAPP,13,1,1,1,NA,NA,Brachiaria platyphylla,13,1,NA,A82NR
AR,2018,2,202,Early,Sequential,6/7/2018,2,BRAPP,24,1,1,1,NA,NA,Brachiaria platyphylla,24,1,NA,A82EQ
AR,2018,2,203,Late,Standard,6/7/2018,2,BRAPP,37,1,1,1,NA,NA,Brachiaria platyphylla,37,1,NA,A82LR
AR,2018,2,204,Late,Sequential,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A82LQ
AR,2018,2,205,No cover,Sequential,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A82NQ
AR,2018,2,206,Mid,Sequential,6/7/2018,2,BRAPP,5,1,1,1,NA,NA,Brachiaria platyphylla,5,1,NA,A82MQ
AR,2018,2,207,Early,Weedy,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A82EW
AR,2018,2,208,Mid,Weedy,6/7/2018,2,BRAPP,18,1,1,1,NA,NA,Brachiaria platyphylla,18,1,NA,A82MW
AR,2018,2,209,Early,Standard,6/7/2018,2,BRAPP,19,1,1,1,NA,NA,Brachiaria platyphylla,19,1,NA,A82ER
AR,2018,2,210,No cover,Weedy,6/7/2018,2,BRAPP,1,1,1,1,NA,NA,Brachiaria platyphylla,1,1,NA,A82NW
AR,2018,2,211,Mid,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A82MR
AR,2018,2,212,Late,Weedy,6/7/2018,2,BRAPP,84,1,1,1,NA,NA,Brachiaria platyphylla,84,1,NA,A82LW
AR,2018,3,301,No cover,Sequential,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A83NQ
AR,2018,3,302,Mid,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A83MR
AR,2018,3,303,Mid,Weedy,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A83MW
AR,2018,3,304,Late,Weedy,6/7/2018,2,BRAPP,2,1,1,1,NA,NA,Brachiaria platyphylla,2,1,NA,A83LW
AR,2018,3,305,Late,Sequential,6/7/2018,2,BRAPP,2,1,1,1,NA,NA,Brachiaria platyphylla,2,1,NA,A83LQ
AR,2018,3,306,Early,Weedy,6/7/2018,2,BRAPP,3,1,1,1,NA,NA,Brachiaria platyphylla,3,1,NA,A83EW
AR,2018,3,307,Early,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A83ER
AR,2018,3,308,No cover,Standard,6/7/2018,2,BRAPP,18,1,1,1,NA,NA,Brachiaria platyphylla,18,1,NA,A83NR
AR,2018,3,309,No cover,Weedy,6/7/2018,2,BRAPP,9,1,1,1,NA,NA,Brachiaria platyphylla,9,1,NA,A83NW
AR,2018,3,310,Late,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A83LR
AR,2018,3,311,Early,Sequential,6/7/2018,2,BRAPP,18,1,1,1,NA,NA,Brachiaria platyphylla,18,1,NA,A83EQ
AR,2018,3,312,Mid,Sequential,6/7/2018,2,BRAPP,33,1,1,1,NA,NA,Brachiaria platyphylla,33,1,NA,A83MQ
AR,2018,4,401,Mid,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A84MR
AR,2018,4,402,Mid,Weedy,6/7/2018,2,BRAPP,8,1,1,1,NA,NA,Brachiaria platyphylla,8,1,NA,A84MW
AR,2018,4,403,Early,Sequential,6/7/2018,2,BRAPP,10,1,1,1,NA,NA,Brachiaria platyphylla,10,1,NA,A84EQ
AR,2018,4,404,Early,Weedy,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A84EW
AR,2018,4,405,Early,Standard,6/7/2018,2,BRAPP,39,1,1,1,NA,NA,Brachiaria platyphylla,39,1,NA,A84ER
AR,2018,4,406,Mid,Sequential,6/7/2018,2,BRAPP,14,1,1,1,NA,NA,Brachiaria platyphylla,14,1,NA,A84MQ
AR,2018,4,407,Late,Sequential,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A84LQ
AR,2018,4,408,No cover,Sequential,6/7/2018,2,BRAPP,24,1,1,1,NA,NA,Brachiaria platyphylla,24,1,NA,A84NQ
AR,2018,4,409,Late,Standard,6/7/2018,2,BRAPP,6,1,1,1,NA,NA,Brachiaria platyphylla,6,1,NA,A84LR
AR,2018,4,410,No cover,Standard,6/7/2018,2,BRAPP,0,1,1,1,NA,NA,Brachiaria platyphylla,0,1,NA,A84NR
AR,2018,4,411,No cover,Weedy,6/7/2018,2,BRAPP,4,1,1,1,NA,NA,Brachiaria platyphylla,4,1,NA,A84NW
AR,2018,4,412,Late,Weedy,6/7/2018,2,BRAPP,8,1,1,1,NA,NA,Brachiaria platyphylla,8,1,NA,A84LW
AR,2018,1,101,Late,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A81LR
AR,2018,1,102,Mid,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A81MQ
AR,2018,1,103,Early,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A81EW
AR,2018,1,104,Mid,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A81MR
AR,2018,1,105,Early,Sequential,6/7/2018,2,CYPES,6,1,1,1,NA,NA,Cyprus esculentus,6,1,NA,A81EQ
AR,2018,1,106,Late,Weedy,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A81LW
AR,2018,1,107,Early,Standard,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A81ER
AR,2018,1,108,Late,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A81LQ
AR,2018,1,109,Mid,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A81MW
AR,2018,1,110,No cover,Standard,6/7/2018,2,CYPES,5,1,1,1,NA,NA,Cyprus esculentus,5,1,NA,A81NR
AR,2018,1,111,No cover,Sequential,6/7/2018,2,CYPES,7,1,1,1,NA,NA,Cyprus esculentus,7,1,NA,A81NQ
AR,2018,1,112,No cover,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A81NW
AR,2018,2,201,No cover,Standard,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A82NR
AR,2018,2,202,Early,Sequential,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A82EQ
AR,2018,2,203,Late,Standard,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A82LR
AR,2018,2,204,Late,Sequential,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A82LQ
AR,2018,2,205,No cover,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A82NQ
AR,2018,2,206,Mid,Sequential,6/7/2018,2,CYPES,12,1,1,1,NA,NA,Cyprus esculentus,12,1,NA,A82MQ
AR,2018,2,207,Early,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A82EW
AR,2018,2,208,Mid,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A82MW
AR,2018,2,209,Early,Standard,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A82ER
AR,2018,2,210,No cover,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A82NW
AR,2018,2,211,Mid,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A82MR
AR,2018,2,212,Late,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A82LW
AR,2018,3,301,No cover,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83NQ
AR,2018,3,302,Mid,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83MR
AR,2018,3,303,Mid,Weedy,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A83MW
AR,2018,3,304,Late,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A83LW
AR,2018,3,305,Late,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83LQ
AR,2018,3,306,Early,Weedy,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A83EW
AR,2018,3,307,Early,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83ER
AR,2018,3,308,No cover,Standard,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A83NR
AR,2018,3,309,No cover,Weedy,6/7/2018,2,CYPES,1,1,1,1,NA,NA,Cyprus esculentus,1,1,NA,A83NW
AR,2018,3,310,Late,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83LR
AR,2018,3,311,Early,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83EQ
AR,2018,3,312,Mid,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A83MQ
AR,2018,4,401,Mid,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84MR
AR,2018,4,402,Mid,Weedy,6/7/2018,2,CYPES,8,1,1,1,NA,NA,Cyprus esculentus,8,1,NA,A84MW
AR,2018,4,403,Early,Sequential,6/7/2018,2,CYPES,2,1,1,1,NA,NA,Cyprus esculentus,2,1,NA,A84EQ
AR,2018,4,404,Early,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84EW
AR,2018,4,405,Early,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84ER
AR,2018,4,406,Mid,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84MQ
AR,2018,4,407,Late,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84LQ
AR,2018,4,408,No cover,Sequential,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84NQ
AR,2018,4,409,Late,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84LR
AR,2018,4,410,No cover,Standard,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84NR
AR,2018,4,411,No cover,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84NW
AR,2018,4,412,Late,Weedy,6/7/2018,2,CYPES,0,1,1,1,NA,NA,Cyprus esculentus,0,1,NA,A84LW
AR,2018,1,101,Late,Standard,6/7/2018,2,DIGSA,0,1,1,1,NA,NA,Digitaria sanguinalis,0,1,NA,A81LR
AR,2018,1,102,Mid,Sequential,6/7/2018,2,DIGSA,0,1,1,1,NA,NA,Digitaria sanguinalis,0,1,NA,A81MQ
AR,2018,1,103,Early,Weedy,6/7/2018,2,DIGSA,0,1,1,1,NA,NA,Digitaria sanguinalis,0,1,NA,A81EW
AR,2018,1,104,Mid,Standard,6/7/2018,2,DIGSA,0,1,1,1,NA,NA,Digitaria sanguinalis,0,1,NA,A81MR
AR,2018,1,105,Early,Sequential,6/7/2018,2,DIGSA,0,1,1,1,NA,NA,Digitaria sanguinalis,0,1,NA,A81EQ
